onset	duration	trial_type	file_path	image_nr	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_image_nr	things_exemplar_nr	RT
3.0000	500	exp	images_meg/hula_hoop/hula_hoop_11s.jpg	9731	811	11	n/a	811.0000	11604.0000	11.0000	n/a
4.6500	500	exp	images_meg/awning/awning_11s.jpg	539	45	11	n/a	45.0000	630.0000	11.0000	n/a
6.3000	500	exp	images_meg/sandal/sandal_11s.jpg	16235	1353	11	n/a	1353.0000	19252.0000	11.0000	n/a
7.8000	500	exp	images_meg/cantaloupe/cantaloupe_11s.jpg	3167	264	11	n/a	264.0000	3892.0000	11.0000	n/a
9.5000	500	exp	images_meg/ear/ear_11s.jpg	6467	539	11	n/a	539.0000	7833.0000	11.0000	n/a
11.2000	500	exp	images_meg/tent/tent_11s.jpg	19727	1644	11	n/a	1644.0000	23217.0000	11.0000	n/a
12.8500	500	exp	images_meg/robe/robe_11s.jpg	15815	1318	11	n/a	1318.0000	18762.0000	11.0000	n/a
14.4500	500	exp	images_meg/pocketknife/pocketknife_11s.jpg	14495	1208	11	n/a	1208.0000	17173.0000	11.0000	n/a
16.1000	500	exp	images_meg/mistletoe/mistletoe_11s.jpg	12095	1008	11	n/a	1008.0000	14371.0000	11.0000	n/a
17.8000	500	test	images_test_meg/ferris_wheel_20s.jpg	22489	580	13	41.0000	580.0000	8404.0000	20.0000	n/a
19.1000	500	catch	images_catch_meg/catch035.jpg	22283	1855	35	n/a	n/a	n/a	n/a	0.4485
20.7000	500	exp	images_meg/bell/bell_11s.jpg	1403	117	11	n/a	117.0000	1791.0000	11.0000	n/a
22.2000	500	exp	images_meg/mold2/mold2_11s.jpg	12167	1014	11	n/a	1014.0000	14450.0000	11.0000	n/a
23.5000	500	exp	images_meg/hoodie/hoodie_11s.jpg	9515	793	11	n/a	793.0000	11349.0000	11.0000	n/a
25.0500	500	test	images_test_meg/beachball_16s.jpg	22455	100	13	7.0000	100.0000	1510.0000	16.0000	n/a
26.7000	500	test	images_test_meg/crayon_15s.jpg	22479	436	13	31.0000	436.0000	6312.0000	15.0000	n/a
28.2000	500	exp	images_meg/hairnet/hairnet_11s.jpg	8843	737	11	n/a	737.0000	10576.0000	11.0000	n/a
29.7500	500	exp	images_meg/wheat/wheat_11s.jpg	21671	1806	11	n/a	1806.0000	25450.0000	11.0000	n/a
31.4500	500	exp	images_meg/plaster_cast/plaster_cast_11s.jpg	14351	1196	11	n/a	1196.0000	17009.0000	11.0000	n/a
33.0500	500	exp	images_meg/rug/rug_11s.jpg	16091	1341	11	n/a	1341.0000	19078.0000	11.0000	n/a
34.6000	500	exp	images_meg/ping-pong_table/ping-pong_table_11s.jpg	14219	1185	11	n/a	1185.0000	16863.0000	11.0000	n/a
35.9500	500	exp	images_meg/pocket_watch/pocket_watch_11s.jpg	14483	1207	11	n/a	1207.0000	17157.0000	11.0000	n/a
37.3000	500	exp	images_meg/sauce/sauce_11s.jpg	16355	1363	11	n/a	1363.0000	19382.0000	11.0000	n/a
38.7500	500	exp	images_meg/dart/dart_11s.jpg	5687	474	11	n/a	474.0000	6870.0000	11.0000	n/a
40.1000	500	exp	images_meg/coffee/coffee_11s.jpg	4535	378	11	n/a	378.0000	5455.0000	11.0000	n/a
