onset	duration	trial_type	file_path	image_nr	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_image_nr	things_exemplar_nr	RT
3.0000	500	exp	images_meg/croissant/croissant_06s.jpg	5310	443	6	n/a	443.0000	6411.0000	6.0000	n/a
4.6500	500	exp	images_meg/turf/turf_06s.jpg	20790	1733	6	n/a	1733.0000	24426.0000	6.0000	n/a
5.9500	500	exp	images_meg/poker/poker_06s.jpg	14526	1211	6	n/a	1211.0000	17210.0000	6.0000	n/a
7.4500	500	exp	images_meg/switch/switch_06s.jpg	19206	1601	6	n/a	1601.0000	22622.0000	6.0000	n/a
8.7500	500	catch	images_catch_meg/catch162.jpg	22410	1855	162	n/a	n/a	n/a	n/a	0.7320
10.4500	500	exp	images_meg/pheasant/pheasant_06s.jpg	13926	1161	6	n/a	1161.0000	16516.0000	6.0000	n/a
12.0000	500	exp	images_meg/tadpole/tadpole_06s.jpg	19374	1615	6	n/a	1615.0000	22806.0000	6.0000	n/a
13.5500	500	exp	images_meg/walker2/walker2_06s.jpg	21294	1775	6	n/a	1775.0000	25025.0000	6.0000	n/a
14.9500	500	exp	images_meg/defibrillator/defibrillator_06s.jpg	5730	478	6	n/a	478.0000	6916.0000	6.0000	n/a
16.2500	500	exp	images_meg/cougar/cougar_06s.jpg	5082	424	6	n/a	424.0000	6104.0000	6.0000	n/a
17.6000	500	exp	images_meg/turtleneck/turtleneck_06s.jpg	20850	1738	6	n/a	1738.0000	24497.0000	6.0000	n/a
19.0500	500	exp	images_meg/seaplane/seaplane_06s.jpg	16782	1399	6	n/a	1399.0000	19869.0000	6.0000	n/a
20.5000	500	test	images_test_meg/pan_14s.jpg	22520	1104	13	72.0000	1104.0000	15718.0000	14.0000	n/a
21.8000	500	exp	images_meg/dragonfly/dragonfly_06s.jpg	6174	515	6	n/a	515.0000	7473.0000	6.0000	n/a
23.4000	500	catch	images_catch_meg/catch189.jpg	22437	1855	189	n/a	n/a	n/a	n/a	n/a
24.9500	500	exp	images_meg/stethoscope/stethoscope_06n.jpg	18606	1551	6	n/a	1551.0000	21909.0000	6.0000	n/a
26.6000	500	exp	images_meg/eyepiece/eyepiece_06s.jpg	6822	569	6	n/a	569.0000	8237.0000	6.0000	n/a
27.9500	500	exp	images_meg/cactus/cactus_06s.jpg	2826	236	6	n/a	236.0000	3511.0000	6.0000	n/a
29.6000	500	exp	images_meg/scorpion/scorpion_06s.jpg	16614	1385	6	n/a	1385.0000	19669.0000	6.0000	n/a
31.1000	500	exp	images_meg/sewing_machine/sewing_machine_06s.jpg	16890	1408	6	n/a	1408.0000	19988.0000	6.0000	n/a
32.5500	500	exp	images_meg/door/door_06s.jpg	6078	507	6	n/a	507.0000	7331.0000	6.0000	n/a
34.1000	500	exp	images_meg/trap/trap_06s.jpg	20430	1703	6	n/a	1703.0000	24024.0000	6.0000	n/a
35.8000	500	exp	images_meg/ear/ear_06s.jpg	6462	539	6	n/a	539.0000	7828.0000	6.0000	n/a
37.4500	500	exp	images_meg/tinsel/tinsel_06s.jpg	19950	1663	6	n/a	1663.0000	23472.0000	6.0000	n/a
38.9500	500	test	images_test_meg/crib_16n.jpg	22576	442	13	128.0000	442.0000	6404.0000	16.0000	n/a
40.4000	500	catch	images_catch_meg/catch087.jpg	22335	1855	87	n/a	n/a	n/a	n/a	0.7984
42.0000	500	exp	images_meg/bike/bike_06s.jpg	1482	124	6	n/a	124.0000	1891.0000	6.0000	n/a
43.5500	500	exp	images_meg/noisemaker/noisemaker_06s.jpg	12726	1061	6	n/a	1061.0000	15099.0000	6.0000	n/a
45.0000	500	exp	images_meg/binoculars/binoculars_06s.jpg	1530	128	6	n/a	128.0000	1964.0000	6.0000	n/a
46.6000	500	exp	images_meg/tortilla/tortilla_06s.jpg	20250	1688	6	n/a	1688.0000	23819.0000	6.0000	n/a
48.3000	500	exp	images_meg/chicken1/chicken1_06s.jpg	3882	324	6	n/a	324.0000	4698.0000	6.0000	n/a
49.6000	500	exp	images_meg/shoelace/shoelace_06s.jpg	17118	1427	6	n/a	1427.0000	20239.0000	6.0000	n/a
50.9000	500	exp	images_meg/stalagmite/stalagmite_06s.jpg	18414	1535	6	n/a	1535.0000	21695.0000	6.0000	n/a
52.3500	500	exp	images_meg/grits/grits_06s.jpg	8610	718	6	n/a	718.0000	10292.0000	6.0000	n/a
53.7000	500	catch	images_catch_meg/catch083.jpg	22331	1855	83	n/a	n/a	n/a	n/a	0.6331
55.0500	500	exp	images_meg/laundry_basket/laundry_basket_06s.jpg	10830	903	6	n/a	903.0000	12925.0000	6.0000	n/a
56.4000	500	exp	images_meg/fan/fan_06s.jpg	6858	572	6	n/a	572.0000	8273.0000	6.0000	n/a
58.0000	500	exp	images_meg/flower/flower_06s.jpg	7434	620	6	n/a	620.0000	8943.0000	6.0000	n/a
59.3000	500	exp	images_meg/loom/loom_06s.jpg	11358	947	6	n/a	947.0000	13509.0000	6.0000	n/a
60.6500	500	exp	images_meg/fireworks/fireworks_06s.jpg	7182	599	6	n/a	599.0000	8655.0000	6.0000	n/a
62.3500	500	exp	images_meg/sauce/sauce_06s.jpg	16350	1363	6	n/a	1363.0000	19377.0000	6.0000	n/a
63.9500	500	exp	images_meg/flyswatter/flyswatter_06s.jpg	7482	624	6	n/a	624.0000	9007.0000	6.0000	n/a
65.2500	500	exp	images_meg/javelin/javelin_06s.jpg	10098	842	6	n/a	842.0000	12039.0000	6.0000	n/a
66.6000	500	exp	images_meg/walrus/walrus_06s.jpg	21354	1780	6	n/a	1780.0000	25095.0000	6.0000	n/a
67.9500	500	test	images_test_meg/bagel_17s.jpg	22554	56	13	106.0000	56.0000	828.0000	17.0000	n/a
69.4000	500	exp	images_meg/string_cheese/string_cheese_06s.jpg	18882	1574	6	n/a	1574.0000	22230.0000	6.0000	n/a
71.0000	500	exp	images_meg/man/man_06s.jpg	11562	964	6	n/a	964.0000	13743.0000	6.0000	n/a
72.5500	500	exp	images_meg/water_heater/water_heater_06s.jpg	21498	1792	6	n/a	1792.0000	25251.0000	6.0000	n/a
74.0000	500	catch	images_catch_meg/catch117.jpg	22365	1855	117	n/a	n/a	n/a	n/a	0.7087
