onset	duration	trial_type	file_path	image_nr	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_image_nr	things_exemplar_nr	RT
3.0000	500	exp	images_meg/cuckoo_clock/cuckoo_clock_04s.jpg	5476	457	4	n/a	457.0000	6604.0000	4.0000	n/a
4.3000	500	exp	images_meg/bead/bead_04s.jpg	1204	101	4	n/a	101.0000	1517.0000	4.0000	n/a
5.7500	500	exp	images_meg/hawk/hawk_04s.jpg	9124	761	4	n/a	761.0000	10895.0000	4.0000	n/a
7.4500	500	exp	images_meg/piecrust/piecrust_04s.jpg	14032	1170	4	n/a	1170.0000	16649.0000	4.0000	n/a
9.1000	500	exp	images_meg/pantsuit/pantsuit_04s.jpg	13312	1110	4	n/a	1110.0000	15794.0000	4.0000	n/a
10.7000	500	test	images_test_meg/drain_16s.jpg	22484	516	13	36.0000	516.0000	7499.0000	16.0000	n/a
12.0000	500	exp	images_meg/tape/tape_04s.jpg	19468	1623	4	n/a	1623.0000	22917.0000	4.0000	n/a
13.6000	500	test	images_test_meg/knife_15s.jpg	22597	880	13	149.0000	880.0000	12605.0000	15.0000	n/a
15.0000	500	exp	images_meg/wine_bottle/wine_bottle_04s.jpg	21892	1825	4	n/a	1825.0000	25703.0000	4.0000	n/a
16.4000	500	exp	images_meg/triangle/triangle_04s.jpg	20524	1711	4	n/a	1711.0000	24129.0000	4.0000	n/a
17.8000	500	exp	images_meg/snail/snail_04s.jpg	17716	1477	4	n/a	1477.0000	20920.0000	4.0000	0.4667
19.1000	500	exp	images_meg/tablecloth/tablecloth_04s.jpg	19312	1610	4	n/a	1610.0000	22740.0000	4.0000	n/a
20.7500	500	catch	images_catch_meg/catch178.jpg	22426	1855	178	n/a	n/a	n/a	n/a	0.4237
22.2500	500	exp	images_meg/bow2/bow2_04s.jpg	2104	176	4	n/a	176.0000	2681.0000	4.0000	n/a
23.8500	500	test	images_test_meg/dough_19s.jpg	22482	514	13	34.0000	514.0000	7464.0000	19.0000	n/a
25.2000	500	exp	images_meg/heater/heater_04s.jpg	9268	773	4	n/a	773.0000	11060.0000	4.0000	n/a
26.8000	500	exp	images_meg/whisk/whisk_04s.jpg	21736	1812	4	n/a	1812.0000	25518.0000	4.0000	n/a
28.2000	500	exp	images_meg/aloe/aloe_04s.jpg	172	15	4	n/a	15.0000	208.0000	4.0000	n/a
29.7500	500	exp	images_meg/armor/armor_04s.jpg	448	38	4	n/a	38.0000	527.0000	4.0000	n/a
31.3500	500	exp	images_meg/nail_file/nail_file_04s.jpg	12580	1049	4	n/a	1049.0000	14935.0000	4.0000	n/a
32.8500	500	exp	images_meg/slime/slime_04s.jpg	17584	1466	4	n/a	1466.0000	20778.0000	4.0000	n/a
34.4000	500	exp	images_meg/suit/suit_04s.jpg	18964	1581	4	n/a	1581.0000	22322.0000	4.0000	n/a
35.9500	500	exp	images_meg/slipper/slipper_04s.jpg	17620	1469	4	n/a	1469.0000	20814.0000	4.0000	n/a
37.5500	500	exp	images_meg/golf_cart/golf_cart_04s.jpg	8272	690	4	n/a	690.0000	9874.0000	4.0000	n/a
38.9500	500	exp	images_meg/coaster/coaster_04s.jpg	4420	369	4	n/a	369.0000	5321.0000	4.0000	n/a
40.4500	500	exp	images_meg/fern/fern_04n.jpg	6928	578	4	n/a	578.0000	8363.0000	4.0000	n/a
41.8000	500	exp	images_meg/painting/painting_04s.jpg	13180	1099	4	n/a	1099.0000	15644.0000	4.0000	n/a
43.1500	500	exp	images_meg/headphones/headphones_04s.jpg	9196	767	4	n/a	767.0000	10984.0000	4.0000	n/a
44.8000	500	exp	images_meg/notebook/notebook_04s.jpg	12772	1065	4	n/a	1065.0000	15149.0000	4.0000	n/a
46.2000	500	test	images_test_meg/key_17s.jpg	22508	870	13	60.0000	870.0000	12457.0000	17.0000	n/a
47.5000	500	exp	images_meg/bowler_hat/bowler_hat_04s.jpg	2140	179	4	n/a	179.0000	2717.0000	4.0000	n/a
49.0500	500	catch	images_catch_meg/catch148.jpg	22396	1855	148	n/a	n/a	n/a	n/a	0.4740
50.6500	500	exp	images_meg/space_shuttle/space_shuttle_04s.jpg	18016	1502	4	n/a	1502.0000	21249.0000	4.0000	n/a
52.1000	500	exp	images_meg/rattlesnake/rattlesnake_04s.jpg	15460	1289	4	n/a	1289.0000	18341.0000	4.0000	n/a
53.5500	500	exp	images_meg/goat/goat_04s.jpg	8212	685	4	n/a	685.0000	9805.0000	4.0000	n/a
55.0500	500	exp	images_meg/filing_cabinet/filing_cabinet_04s.jpg	7024	586	4	n/a	586.0000	8470.0000	4.0000	n/a
56.5500	500	exp	images_meg/flag/flag_04s.jpg	7264	606	4	n/a	606.0000	8756.0000	4.0000	n/a
58.0000	500	exp	images_meg/chisel/chisel_04s.jpg	4036	337	4	n/a	337.0000	4867.0000	4.0000	n/a
59.5000	500	exp	images_meg/sticker/sticker_04s.jpg	18640	1554	4	n/a	1554.0000	21950.0000	4.0000	n/a
61.0500	500	exp	images_meg/ginger/ginger_04s.jpg	8080	674	4	n/a	674.0000	9650.0000	4.0000	n/a
62.5500	500	exp	images_meg/dagger/dagger_04s.jpg	5632	470	4	n/a	470.0000	6810.0000	4.0000	n/a
64.2500	500	exp	images_meg/crayon/crayon_04s.jpg	5224	436	4	n/a	436.0000	6301.0000	4.0000	n/a
65.6500	500	test	images_test_meg/dish_14s.jpg	22581	490	13	133.0000	490.0000	7093.0000	14.0000	n/a
