onset	duration	trial_type	things_category_nr	value	sample
2.888333333333333	0.5	exp	1797.0	25314.0	3466
4.589166666666666	0.5	exp	457.0	6603.0	5507
6.139166666666667	0.5	catch	N/A	N/A	7367
7.44	0.5	exp	527.0	7642.0	8928
8.890833333333333	0.5	exp	1604.0	22660.0	10669
10.190833333333334	0.5	exp	458.0	6624.0	12229
11.691666666666666	0.5	exp	692.0	9897.0	14030
13.2425	0.5	exp	631.0	9102.0	15891
14.7925	0.5	exp	1484.0	21016.0	17751
16.093333333333334	0.5	exp	1504.0	21273.0	19312
17.544166666666666	0.5	test	549.0	7976.0	21053
18.944166666666668	0.5	test	1618.0	22851.0	22733
20.495	0.5	exp	1301.0	18519.0	24594
22.04583333333333	0.5	exp	1800.0	25361.0	26455
23.34583333333333	0.5	catch	N/A	N/A	28015
24.89666666666667	0.5	exp	1227.0	17455.0	29876
26.38083333333333	0.5	exp	1030.0	14681.0	31657
27.94833333333333	0.5	exp	190.0	2879.0	33538
29.281666666666663	0.5	exp	1505.0	21287.0	35138
30.8325	0.5	exp	1511.0	21371.0	36999
32.18333333333333	0.5	exp	923.0	13184.0	38620
33.75	0.5	exp	274.0	4020.0	40500
35.15083333333333	0.5	exp	1501.0	21235.0	42181
36.685	0.5	exp	1359.0	19326.0	44022
38.38583333333333	0.5	exp	899.0	12867.0	46063
39.935833333333335	0.5	test	580.0	8404.0	47923
41.486666666666665	0.5	exp	967.0	13776.0	49784
42.8375	0.5	catch	N/A	N/A	51405
44.2875	0.5	exp	944.0	13470.0	53145
45.93833333333333	0.5	exp	1498.0	21193.0	55126
47.48916666666667	0.5	exp	485.0	7013.0	56987
48.88916666666667	0.5	exp	1234.0	17548.0	58667
50.44	0.5	exp	270.0	3966.0	60528
51.840833333333336	0.5	exp	821.0	11738.0	62209
53.391666666666666	0.5	exp	1275.0	18159.0	64070
54.891666666666666	0.5	exp	903.0	12922.0	65870
56.4425	0.5	exp	100.0	1497.0	67731
57.943333333333335	0.5	exp	175.0	2661.0	69532
59.49333333333333	0.5	exp	1809.0	25478.0	71392
60.89416666666666	0.5	exp	673.0	9637.0	73073
62.445	0.5	exp	1497.0	21180.0	74934
63.99583333333333	0.5	catch	N/A	N/A	76795
65.54583333333333	0.5	exp	913.0	13057.0	78655
66.89666666666666	0.5	exp	866.0	12382.0	80276
68.4475	0.5	exp	532.0	7722.0	82137
69.8475	0.5	exp	1770.0	24951.0	83817
71.24833333333333	0.5	test	1748.0	24642.0	85498
72.7325	0.5	catch	N/A	N/A	87279
74.3325	0.5	exp	1794.0	25276.0	89199
75.88333333333334	0.5	exp	520.0	7542.0	91060
77.33416666666666	0.5	exp	1415.0	20078.0	92801
78.885	0.5	exp	1793.0	25262.0	94662
80.385	0.5	exp	1730.0	24381.0	96462
81.7525	0.5	exp	407.0	5848.0	98103
83.25333333333333	0.5	exp	1403.0	19919.0	99904
84.70333333333333	0.5	exp	1036.0	14762.0	101644
85.9875	0.5	exp	1308.0	18620.0	103185
87.63833333333334	0.5	exp	262.0	3847.0	105166
89.18833333333333	0.5	exp	5.0	61.0	107026
90.73916666666666	0.5	exp	867.0	12394.0	108887
92.29	0.5	exp	1538.0	21732.0	110748
93.79083333333334	0.5	exp	1382.0	19625.0	112549
95.24083333333331	0.5	catch	N/A	N/A	114289
96.79166666666669	0.5	test	401.0	5777.0	116150
